dateTime,pc0_1,pc0_3,pc0_5,pc1_0,pc2_5,pc5_0,pc10_0,pm0_1,pm0_3,pm0_5,pm1_0,pm2_5,pm5_0,pm10_0
15:49.3,21059,6979,1527,20,0,0,0,0.019271299,0.191717684,0.366485834,0.385488003,0.385488003,0.385488003,0.385488003
16:05.3,20656,6960,1469,28,0,0,0,0.01890263,0.190882191,0.3589935,0.384846151,0.384846151,0.384846151,0.384846151
16:22.4,16109,4962,1190,26,1,0,0,0.0147416,0.137350798,0.273575097,0.297844589,0.303456664,0.308900982,0.308900982
16:30.4,17940,5684,1185,26,1,0,0,0.01641706,0.15687941,0.292425185,0.316435724,0.32204777,0.327492118,0.327492118
16:48.2,19867,6440,1180,25,1,0,0,0.01818064,0.177298889,0.312291145,0.335978657,0.342613399,0.348057747,0.348057747
16:56.2,21767,7184,1174,25,1,0,0,0.01991931,0.197433427,0.331811786,0.355208278,0.36184305,0.370566338,0.370566338
17:04.2,23533,7857,1172,25,2,0,0,0.02153527,0.215668753,0.349788517,0.372958958,0.38048631,0.389209598,0.389209598
17:20.3,23165,7708,1100,22,1,0,0,0.021198601,0.211651683,0.337486714,0.357878,0.363490075,0.368934393,0.368934393
17:37.3,17257,5427,461,48,1,0,0,0.01579199,0.149901345,0.202744544,0.247567311,0.253179371,0.253179371,0.253179371
17:45.3,17454,5455,486,51,1,0,0,0.015972409,0.150760576,0.206399053,0.253580958,0.26072526,0.26072526,0.26072526
18:03.2,17708,5506,518,55,2,0,0,0.01620503,0.152266264,0.211612925,0.262026072,0.270959139,0.270959139,0.270959139
18:11.2,17695,5480,519,54,2,0,0,0.016193001,0.151597217,0.211024627,0.260468662,0.268762112,0.268762112,0.268762112
18:19.2,17553,5421,507,51,2,0,0,0.0160629,0.150006473,0.208068594,0.255088538,0.262615889,0.262615889,0.262615889
18:35.2,17290,5315,495,46,1,0,0,0.015822429,0.147157952,0.203883067,0.246766731,0.252378792,0.252378792,0.252378792
18:52.3,24758,9324,2261,147,10,0,0,0.022656919,0.253040314,0.511751056,0.646317303,0.683834732,0.689279079,0.689279079
19:00.3,24827,9351,2272,159,12,0,0,0.0227201,0.253783196,0.513758361,0.659506261,0.70302242,0.71066308,0.71066308
19:18.1,24854,9346,2254,157,12,0,0,0.02274424,0.253674716,0.511577606,0.655871391,0.699640512,0.710560143,0.710560143
19:26.2,24817,9314,2224,152,11,0,0,0.022710729,0.252851546,0.507248223,0.647049785,0.689033806,0.699953377,0.699953377
19:34.2,24777,9280,2193,148,11,0,0,0.022673661,0.251967251,0.502849638,0.638546944,0.679128826,0.695492744,0.695492744
19:50.2,24325,9074,2017,125,8,0,0,0.02226075,0.246460393,0.477230668,0.591663659,0.620631099,0.626075447,0.626075447
20:07.3,20062,6597,767,76,1,0,0,0.018359739,0.181358188,0.269125968,0.339317292,0.344419837,0.344419837,0.344419837
20:15.3,19943,6547,896,77,1,0,0,0.01825022,0.180017516,0.282533109,0.353176475,0.35878855,0.35878855,0.35878855
20:33.1,19765,6476,1008,76,1,0,0,0.01808783,0.178101286,0.293405682,0.363370955,0.369879216,0.369879216,0.369879216
20:41.1,19608,6409,1115,75,1,0,0,0.017943859,0.176315203,0.303903371,0.373351604,0.379986346,0.379986346,0.379986346
20:49.2,19682,6376,1201,76,1,0,0,0.01801179,0.175562933,0.312950611,0.382527888,0.38916263,0.38916263,0.38916263
21:05.2,19760,6276,1151,69,1,0,0,0.018083051,0.173157051,0.304824889,0.368003756,0.373615831,0.373615831,0.373615831
21:22.3,16083,5105,1059,50,0,0,0,0.01471817,0.140854195,0.262003541,0.307989389,0.309008449,0.309008449,0.309008449
21:30.3,16407,5367,1221,58,1,0,0,0.0150148,0.147633836,0.287400663,0.340625942,0.344579309,0.344579309,0.344579309
21:48.1,16781,5655,1418,65,1,0,0,0.01535678,0.155100167,0.317309916,0.37709558,0.384239852,0.384239852,0.384239852
21:56.1,17145,5926,1599,71,2,0,0,0.015690001,0.162122294,0.345118701,0.410300732,0.419486761,0.419486761,0.419486761
22:04.1,17268,5981,1699,82,2,0,0,0.015802329,0.163584456,0.358032614,0.433750272,0.443828881,0.443828881,0.443828881
22:20.1,16842,5741,1538,91,1,0,0,0.01541301,0.157264456,0.333208114,0.417295307,0.423930049,0.423930049,0.423930049
22:37.2,16271,5095,491,30,2,0,0,0.01489013,0.140782714,0.197047323,0.225162104,0.235497281,0.235497281,0.235497281
22:45.2,16035,4986,459,27,2,0,0,0.01467409,0.137887105,0.190463781,0.215638325,0.223675191,0.223675191,0.223675191
23:03.0,15802,4880,429,24,1,0,0,0.0144608,0.135041326,0.184160218,0.206684619,0.212936327,0.212936327,0.212936327
23:11.0,15570,4774,415,21,1,0,0,0.01424854,0.132223636,0.179795504,0.199895784,0.204362303,0.204362303,0.204362303
23:19.0,15339,4670,461,19,0,0,0,0.01403722,0.129442692,0.182265744,0.200232923,0.203550294,0.203550294,0.203550294
23:35.1,14887,4470,549,20,0,0,0,0.0136236,0.124076478,0.186921299,0.206019536,0.208187759,0.208187759,0.208187759
43:10.7,15736,4248,1734,57,2,0,0,0.01440082,0.119379357,0.317741573,0.37041688,0.378200769,0.378200769,0.378200769
43:18.7,15694,4220,1735,54,1,0,0,0.01436243,0.118642934,0.317166775,0.367095828,0.3737306,0.3737306,0.3737306
43:34.8,15601,4173,1647,55,2,0,0,0.01427701,0.117396154,0.305869997,0.356897175,0.364424497,0.364424497,0.364424497
43:51.8,13783,4037,633,20,0,0,0,0.01261332,0.1123688,0.184803113,0.203643307,0.203643307,0.203643307,0.203643307
43:59.9,13595,3936,594,18,0,0,0,0.01244136,0.109711841,0.177751228,0.194620281,0.194620281,0.194620281,0.194620281
44:17.7,13601,3938,579,17,0,0,0,0.0124466,0.109746747,0.176049247,0.192110255,0.192110255,0.192110255,0.192110255
44:25.8,13654,3963,570,16,0,0,0,0.01249556,0.110434413,0.175650269,0.191194236,0.191194236,0.191194236,0.191194236
44:33.8,13810,4041,576,17,0,0,0,0.0126383,0.112505458,0.178464577,0.194266617,0.194266617,0.194266617,0.194266617
44:49.8,14015,4137,662,19,0,0,0,0.01282551,0.115055539,0.190854654,0.208854765,0.208854765,0.208854765,0.208854765
45:06.9,16235,5551,1466,59,2,0,0,0.01485732,0.152022332,0.319814533,0.374461859,0.384540468,0.384540468,0.384540468
45:14.9,16621,5695,1552,65,3,0,0,0.01521026,0.155934364,0.333522052,0.393856794,0.404831588,0.404831588,0.404831588
45:32.7,16753,5692,1469,59,2,0,0,0.01533099,0.155988783,0.324100107,0.378747433,0.387167364,0.387167364,0.387167364
45:40.7,16794,5656,1380,53,1,0,0,0.01536841,0.155127481,0.313043296,0.361873299,0.368508071,0.368508071,0.368508071
45:48.7,16659,5575,1328,49,1,0,0,0.01524477,0.152990878,0.304960728,0.35036552,0.355977595,0.355977595,0.355977595
46:04.8,16478,5458,1258,44,1,0,0,0.01507992,0.149956226,0.293960482,0.334776014,0.339242518,0.339242518,0.339242518
46:21.8,18697,6001,1063,48,4,0,0,0.017110569,0.165394425,0.28708902,0.331265718,0.346067429,0.346067429,0.346067429
46:29.8,20505,6566,1084,53,4,0,0,0.01876428,0.181010604,0.305080473,0.353587449,0.370174348,0.370174348,0.370174348
46:47.7,22453,7167,1129,58,5,0,0,0.020547351,0.197646156,0.326849967,0.380818307,0.40034312,0.40034312,0.40034312
46:55.7,24141,7694,1152,63,5,0,0,0.0220917,0.212215826,0.344025046,0.401774615,0.421935439,0.421935439,0.421935439
47:03.8,24520,7752,1154,62,5,0,0,0.02243888,0.213973925,0.346041769,0.403500319,0.423661143,0.423661143,0.423661143
47:19.8,24637,7734,1146,54,4,0,0,0.02254614,0.213653639,0.344820619,0.394781679,0.40958342,0.40958342,0.40958342
47:36.8,18741,5356,1516,39,0,0,0,0.017150739,0.149506271,0.322925299,0.35928151,0.362598866,0.362598866,0.362598866
47:44.9,18477,5241,1434,35,0,0,0,0.016909299,0.146411598,0.310447127,0.343054146,0.345222384,0.345222384,0.345222384
48:02.7,18214,5127,1356,31,0,0,0,0.01666858,0.14334996,0.298494726,0.327708572,0.329237163,0.329237163,0.329237163
48:10.8,17970,5023,1296,29,0,0,0,0.01644491,0.140558362,0.288816065,0.315508753,0.316527814,0.316527814,0.316527814
48:18.8,17838,4980,1333,30,0,0,0,0.016324179,0.13937664,0.291928142,0.31978485,0.321953088,0.321953088,0.321953088
48:34.8,17703,4973,1491,35,1,0,0,0.01620096,0.139089376,0.309725255,0.342041254,0.346507788,0.346507788,0.346507788
48:51.9,25741,8462,1189,34,0,0,0,0.023556391,0.232649669,0.368724585,0.40062055,0.402788788,0.402788788,0.402788788
48:59.9,25723,8432,1308,37,0,0,0,0.023539521,0.231885016,0.381507993,0.415989131,0.418157369,0.418157369,0.418157369
49:17.7,25505,8307,1376,38,0,0,0,0.023340421,0.228610203,0.386089772,0.421572983,0.423101574,0.423101574,0.423101574
49:25.7,25143,8155,1350,39,0,0,0,0.02300898,0.224508494,0.379023165,0.414958417,0.415977478,0.415977478,0.415977478
49:33.7,24785,8005,1278,38,0,0,0,0.02268164,0.220476329,0.366730481,0.401922703,0.402941763,0.402941763,0.402941763
49:49.8,24090,7714,1145,31,0,0,0,0.02204546,0.212652996,0.343678594,0.372924447,0.372924447,0.372924447,0.372924447
50:06.8,18541,5082,346,4,0,0,0,0.01696744,0.14255026,0.182208911,0.186216146,0.187235206,0.187235206,0.187235206
50:14.8,18277,4979,325,3,0,0,0,0.016725451,0.139768288,0.177003279,0.180589572,0.180716038,0.180716038,0.180716038
50:32.7,18132,4922,319,3,0,0,0,0.01659286,0.138208225,0.17476058,0.178314835,0.179333895,0.179333895,0.179333895
50:40.7,18006,4871,315,7,0,0,0,0.01647759,0.136839971,0.172952071,0.179447487,0.180466533,0.180466533,0.180466533
50:48.7,17882,4821,312,10,0,0,0,0.016364221,0.135495439,0.171203539,0.181221187,0.182240248,0.182240248,0.182240248
51:04.8,17657,4734,308,17,0,0,0,0.01615862,0.133138135,0.16840598,0.184628054,0.185647115,0.185647115,0.185647115
51:21.8,14916,3516,370,32,0,0,0,0.01364975,0.10052646,0.14289552,0.172723368,0.172723368,0.172723368,0.172723368
51:29.9,14699,3432,345,29,0,0,0,0.01345155,0.09825249,0.137814254,0.165250927,0.165250927,0.165250927,0.165250927
51:47.7,14515,3389,328,27,0,0,0,0.01328295,0.097038582,0.1346412,0.160041764,0.160041764,0.160041764,0.160041764
51:55.7,14461,3509,335,26,0,0,0,0.01323422,0.09993469,0.138349205,0.162359729,0.162359729,0.162359729,0.162359729
52:03.7,14459,3656,376,25,0,0,0,0.01323212,0.103575468,0.146651417,0.169724867,0.169724867,0.169724867,0.169724867
52:19.7,15613,4303,730,28,1,0,0,0.01428816,0.120612159,0.20414263,0.229995266,0.233948648,0.233948648,0.233948648
52:36.8,16275,4654,491,7,0,0,0,0.01489423,0.129901811,0.186134055,0.192952484,0.192952484,0.192952484,0.192952484
52:44.8,16489,4663,497,13,0,0,0,0.01508936,0.130323797,0.187206417,0.199357182,0.199357182,0.199357182,0.199357182
53:02.7,16810,4710,514,21,0,0,0,0.01538328,0.131770357,0.190616131,0.210005373,0.210005373,0.210005373,0.210005373
53:10.7,17109,4750,528,28,0,0,0,0.01565719,0.133040711,0.193546623,0.219593272,0.219593272,0.219593272,0.219593272
53:18.7,17116,4715,520,34,0,0,0,0.015663819,0.13216868,0.191668823,0.22330676,0.22330676,0.22330676,0.22330676
53:34.7,16790,4538,500,33,0,0,0,0.01536544,0.127503216,0.184713081,0.215542972,0.215669438,0.215669438,0.215669438
53:51.8,15657,4281,694,23,0,0,0,0.01432788,0.120111771,0.199509934,0.221452326,0.222471386,0.222471386,0.222471386
53:59.8,15563,4224,671,22,0,0,0,0.01424227,0.118619621,0.195375994,0.215864286,0.216883346,0.216883346,0.216883346
54:17.7,15356,4119,627,20,0,0,0,0.01405245,0.115844458,0.187652647,0.206137776,0.206264243,0.206264243,0.206264243
54:25.8,15149,4017,587,18,0,0,0,0.0138632,0.113123067,0.180289954,0.196997017,0.196997017,0.196997017,0.196997017
54:33.8,14943,3917,549,16,0,0,0,0.01367463,0.110459968,0.173264295,0.188355297,0.188355297,0.188355297,0.188355297
54:49.8,14865,3910,608,15,0,0,0,0.01360347,0.110223889,0.179838687,0.194412634,0.195431694,0.195431694,0.195431694
55:06.9,14801,4295,1284,126,2,0,0,0.0135452,0.119679868,0.266612649,0.382531792,0.392866969,0.392866969,0.392866969
55:14.9,14759,4261,1248,118,2,0,0,0.0135061,0.118794397,0.261558533,0.370368212,0.37930128,0.37930128,0.37930128
55:32.7,14958,4283,1240,114,2,0,0,0.01368862,0.119520523,0.261371762,0.366045147,0.374978215,0.374978215,0.374978215
55:40.7,15132,4270,1212,107,2,0,0,0.01384808,0.119372837,0.258028895,0.356852949,0.364636868,0.364636868,0.364636868
55:48.7,15273,4244,1177,101,1,0,0,0.01397679,0.11884889,0.253590792,0.346371472,0.353006214,0.353006214,0.353006214
56:04.7,15478,4339,1126,90,1,0,0,0.01416478,0.121393628,0.250290573,0.333214641,0.338826716,0.338826716,0.338826716
56:21.8,20127,6053,1147,66,1,0,0,0.018419139,0.167983025,0.299222738,0.360139459,0.366774231,0.366774231,0.366774231
56:29.8,19984,5977,1112,62,1,0,0,0.0182878,0.165986165,0.293202698,0.35040319,0.357037932,0.357037932,0.357037932
56:47.7,19920,6004,1110,60,1,0,0,0.018228959,0.166577369,0.293636292,0.348767728,0.35540247,0.35540247,0.35540247
56:55.7,20009,6198,1166,60,2,0,0,0.018310551,0.171470165,0.304891169,0.360669583,0.368453503,0.368453503,0.368453503
57:03.8,19989,6343,1189,59,2,0,0,0.018292909,0.175030857,0.311138004,0.365688354,0.373472273,0.373472273,0.373472273
57:19.8,19946,6559,1220,56,2,0,0,0.018253099,0.180327535,0.319944978,0.3719742,0.38026765,0.38026765,0.38026765
57:36.9,16976,5361,1044,14,0,0,0,0.01553484,0.148005545,0.267530978,0.280650854,0.281669915,0.281669915,0.281669915
57:44.9,16758,5243,992,12,0,0,0,0.0153361,0.144898623,0.258385241,0.270244986,0.271264046,0.271264046,0.271264046
58:02.8,16527,5119,939,11,0,0,0,0.01512455,0.141624421,0.249088317,0.259719998,0.259719998,0.259719998,0.259719998
58:10.8,16298,4998,889,10,0,0,0,0.01491491,0.138407111,0.240155205,0.249720797,0.249720797,0.249720797,0.249720797
58:18.8,16075,4880,842,9,0,0,0,0.01471122,0.135285646,0.231653273,0.240216836,0.240216836,0.240216836,0.240216836
58:34.8,16794,5132,1110,14,1,0,0,0.0153687,0.142185301,0.269260466,0.282186329,0.286139697,0.286139697,0.286139697
58:51.9,14448,3908,508,62,6,0,0,0.01322175,0.10978546,0.167924345,0.225285888,0.247745037,0.247745037,0.247745037
58:59.9,14425,4088,520,60,6,0,0,0.01320064,0.114209957,0.173710108,0.229391515,0.252233744,0.252233744,0.252233744
59:17.8,14452,4294,537,59,6,0,0,0.01322546,0.119338311,0.18085812,0.235666513,0.259144753,0.259144753,0.259144753
59:25.8,14402,4375,535,57,6,0,0,0.01317954,0.121299252,0.182568669,0.235017926,0.256967545,0.256967545,0.256967545
59:33.9,14560,4507,547,56,6,0,0,0.01332474,0.124690317,0.187321007,0.238865227,0.261067808,0.261067808,0.261067808
59:49.9,15197,4690,573,55,6,0,0,0.01390715,0.129788145,0.195436254,0.24591437,0.268373519,0.268373519,0.268373519
00:06.9,14664,3583,1203,37,9,0,0,0.01341933,0.10194777,0.239606068,0.273732156,0.30627355,0.320472121,0.320472121
00:15.0,14760,3645,1186,38,12,0,0,0.01350723,0.103583559,0.23927471,0.274369895,0.318139046,0.334502995,0.334502995
00:32.8,14826,3690,1214,38,13,0,0,0.01356799,0.104748979,0.243695915,0.279211164,0.328852564,0.348495483,0.348495483
00:40.8,14672,3618,1223,35,11,0,0,0.0134265,0.102833599,0.242802426,0.275280416,0.315862298,0.326781899,0.326781899
00:48.9,14478,3529,1229,32,8,0,0,0.01324925,0.100449681,0.241133526,0.27054134,0.302569568,0.308013916,0.308013916
01:04.9,14380,3543,1391,44,7,0,0,0.01315983,0.100700557,0.259900898,0.300490379,0.327159524,0.332603842,0.332603842
01:22.0,13577,3474,750,22,0,0,0,0.01242524,0.098280206,0.18416971,0.204431966,0.205451027,0.205451027,0.205451027
01:30.0,13393,3386,706,20,0,0,0,0.01225622,0.095930688,0.176690117,0.195175245,0.195175245,0.195175245,0.195175245
01:47.7,13211,3300,663,18,0,0,0,0.01209018,0.093630418,0.169554785,0.186423823,0.186423823,0.186423823,0.186423823
01:55.8,13224,3284,651,17,0,0,0,0.0121022,0.093262881,0.167765349,0.183697328,0.183697328,0.183697328,0.183697328
02:19.8,13881,3480,708,16,0,0,0,0.01270268,0.098691151,0.179773718,0.194929689,0.19594875,0.19594875,0.19594875
02:36.9,17977,7964,2460,74,3,0,0,0.01645151,0.213233188,0.494629115,0.563237309,0.577146411,0.577146411,0.577146411
02:44.9,17796,7825,2362,72,3,0,0,0.016285559,0.209646851,0.479845643,0.545867741,0.557225585,0.557225585,0.557225585
03:02.7,17562,7645,2232,68,2,0,0,0.01607156,0.204969764,0.460307598,0.522936523,0.53186959,0.53186959,0.53186959
03:10.7,17330,7468,2109,64,1,0,0,0.01585966,0.200386435,0.441638947,0.500293553,0.506928325,0.506928325,0.506928325
03:18.7,17102,7295,1992,57,1,0,0,0.01565038,0.195897311,0.423783541,0.476491779,0.481850892,0.481850892,0.481850892
03:34.8,16653,6959,1776,46,0,0,0,0.01523947,0.187192857,0.390390277,0.43282187,0.436139226,0.436139226,0.436139226
03:51.8,16060,4751,620,51,0,0,0,0.01469697,0.132096201,0.203040004,0.250544935,0.250544935,0.250544935,0.250544935
03:59.8,16006,4825,614,52,0,0,0,0.01464727,0.133865759,0.204167306,0.252415299,0.25343436,0.25343436,0.25343436
04:17.7,15952,4897,609,52,0,0,0,0.01459834,0.135595948,0.205287486,0.253471434,0.254490495,0.254490495,0.254490495
04:25.8,15900,4967,604,49,0,0,0,0.01455025,0.137289464,0.206431627,0.251674414,0.253842652,0.253842652,0.253842652
04:33.8,15751,4922,579,45,0,0,0,0.01441452,0.13603425,0.202336743,0.244283333,0.245558962,0.245558962,0.245558962
04:49.8,15448,4714,516,38,0,0,0,0.01413705,0.130630568,0.189734846,0.225347087,0.226366147,0.226366147,0.226366147
05:06.9,17103,5220,1086,51,1,0,0,0.01565177,0.144643635,0.268963903,0.31611377,0.321725845,0.321725845,0.321725845
05:14.9,17117,5170,1059,48,1,0,0,0.015664371,0.143409356,0.264627308,0.309224069,0.314070016,0.314070016,0.314070016
05:32.7,17144,5122,1033,46,1,0,0,0.015688829,0.142255887,0.260476679,0.302746296,0.30721283,0.30721283,0.30721283
05:40.7,17172,5076,1008,43,1,0,0,0.01571459,0.141136855,0.256493747,0.296663195,0.301129729,0.301129729,0.301129729
05:48.7,17185,5027,982,41,1,0,0,0.01572687,0.139935449,0.252331406,0.290464759,0.294418156,0.294418156,0.294418156
06:04.7,16780,4851,913,34,0,0,0,0.01535607,0.135227203,0.239673704,0.271601707,0.273769945,0.273769945,0.273769945
06:21.8,16694,4553,771,65,2,0,0,0.01527692,0.127793387,0.216025665,0.27558437,0.286046028,0.286046028,0.286046028
06:29.8,16459,4441,722,67,2,0,0,0.01506234,0.124810211,0.207435906,0.268772662,0.276809543,0.276809543,0.276809543
06:47.6,16225,4331,676,63,1,0,0,0.01484815,0.121876299,0.199262932,0.25720647,0.263458192,0.263458192,0.263458192
06:55.6,15992,4223,633,59,1,0,0,0.01463473,0.11898765,0.191450223,0.246032596,0.25062561,0.25062561,0.25062561
07:03.7,15761,4116,592,58,0,0,0,0.01442386,0.116145179,0.183958441,0.237377703,0.240695074,0.240695074,0.240695074
07:19.7,15976,4141,734,63,1,0,0,0.01461989,0.116946779,0.200925633,0.258869171,0.265377462,0.265377462,0.265377462
07:36.7,28831,9345,1727,21,5,0,0,0.026384231,0.257294655,0.454885364,0.474436581,0.493448257,0.493448257,0.493448257
07:44.8,28748,9371,1738,21,4,0,0,0.026307801,0.257856041,0.456666648,0.475958884,0.493825018,0.493825018,0.493825018
08:02.6,28544,9358,1761,21,4,0,0,0.02612127,0.257352799,0.458821297,0.478113562,0.495979697,0.495979697,0.495979697
08:10.6,28344,9344,1783,21,4,0,0,0.02593842,0.256831378,0.460848778,0.480141044,0.498007178,0.498007178,0.498007178
08:18.6,28143,9327,1802,20,4,0,0,0.02575421,0.256209135,0.462428093,0.481526315,0.499262363,0.499262363,0.499262363
08:34.7,27382,9007,1641,16,3,0,0,0.02505821,0.247608766,0.435315102,0.450730026,0.46170485,0.46170485,0.46170485
08:51.7,20711,6595,1063,38,0,0,0,0.01895275,0.181910187,0.303608894,0.338995099,0.34001416,0.34001416,0.34001416
08:59.8,20562,6516,1032,41,0,0,0,0.018817089,0.179814786,0.297934562,0.335582912,0.336601973,0.336601973,0.336601973
09:17.6,20574,6450,1008,43,0,0,0,0.01882801,0.178211495,0.293548137,0.333103538,0.334122598,0.334122598,0.334122598
09:25.6,20772,6489,1026,47,0,0,0,0.01900908,0.179360226,0.296736747,0.340137452,0.341922611,0.341922611,0.341922611
09:33.6,21114,6642,1083,51,0,0,0,0.019321609,0.183444783,0.307421654,0.354926586,0.357094824,0.357094824,0.357094824
09:49.6,21904,7157,1652,80,3,0,0,0.020044699,0.196893066,0.385912269,0.459755778,0.471113652,0.471113652,0.471113652
10:06.7,22903,7121,1527,81,1,0,0,0.02095939,0.196917757,0.371605158,0.445771694,0.451130807,0.451130807,0.451130807
10:14.7,22969,7103,1560,90,2,0,0,0.02101982,0.196533203,0.374973148,0.457768232,0.467080742,0.467080742,0.467080742
10:32.5,23033,7084,1724,101,3,0,0,0.021078279,0.196130961,0.393426776,0.486369461,0.498489797,0.498489797,0.498489797
10:40.5,23057,7145,1894,112,4,0,0,0.021099741,0.197636604,0.414386183,0.517605484,0.533299804,0.533299804,0.533299804
10:48.6,22971,7222,2041,117,4,0,0,0.021021631,0.199482456,0.432991505,0.540896177,0.557739615,0.557739615,0.557739615
11:04.6,23003,7470,2124,111,4,0,0,0.02105039,0.205635622,0.448592782,0.55074507,0.56643939,0.56643939,0.56643939
11:21.7,20458,6274,1395,16,0,0,0,0.018721489,0.173762336,0.333370656,0.348752677,0.350537837,0.350537837,0.350537837
11:29.7,20320,6223,1455,17,1,0,0,0.01859539,0.172370166,0.338841468,0.355096459,0.358796895,0.358796895,0.358796895
11:47.5,20284,6227,1545,20,4,0,0,0.018562689,0.172420353,0.3491759,0.368145108,0.383839428,0.389283746,0.389283746
11:55.5,20145,6168,1528,21,6,0,0,0.018435679,0.170854509,0.345651031,0.365267217,0.390404135,0.398044765,0.398044765
12:03.5,19983,6096,1486,21,8,0,0,0.0182868,0.168919533,0.338953525,0.358730763,0.39063254,0.401552141,0.401552141
12:19.5,19538,5887,1365,19,7,0,0,0.01788003,0.163344681,0.319483221,0.337063313,0.365264624,0.370708972,0.370708972
12:36.6,20837,6593,1431,39,2,0,0,0.01906864,0.181967616,0.34573251,0.381797731,0.392515957,0.392515957,0.392515957
12:44.6,20987,6684,1430,40,3,0,0,0.01920566,0.184372395,0.347991914,0.385414213,0.396389008,0.396389008,0.396389008
13:02.5,21342,6890,1497,63,5,0,0,0.019530959,0.189789876,0.361051857,0.419189423,0.438714236,0.438714236,0.438714236
13:10.5,21692,7092,1560,84,7,0,0,0.01985099,0.195079044,0.373551369,0.450464129,0.476497233,0.476497233,0.476497233
13:18.5,21848,7220,1705,101,8,0,0,0.019993611,0.198398605,0.393493026,0.486532688,0.517541885,0.517541885,0.517541885
13:34.6,21478,7011,1907,101,7,0,0,0.01965473,0.192898601,0.411098331,0.503814042,0.529334009,0.529334009,0.529334009
13:51.6,26111,9234,2111,87,11,0,0,0.023894841,0.252067208,0.493562102,0.573836088,0.616969228,0.622413516,0.622413516
14:17.5,25676,9151,1959,75,8,0,0,0.023496641,0.249599323,0.47370863,0.543156862,0.57518512,0.57518512,0.57518512
15:06.6,21840,7018,810,52,0,0,0,0.01998659,0.193409353,0.28607294,0.33393386,0.334952921,0.334952921,0.334952921
15:32.4,21245,6719,783,59,0,0,0,0.019442029,0.185462981,0.275125265,0.329966635,0.329966635,0.329966635,0.329966635
16:21.5,21781,7000,954,50,0,0,0,0.0199323,0.192889124,0.302049547,0.34848839,0.350656599,0.350656599,0.350656599
16:47.4,21378,6863,1059,57,1,0,0,0.019563889,0.189143956,0.310341775,0.363373041,0.367583007,0.367583007,0.367583007